action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,39.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,3020.05,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,5072,6,CA,California,93500.0,172,2136.0,1687.0,53.790000915527344,6592.0,,85.5999984741211
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,1,Male,0,2012,210.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Somerset County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0021318,2684,42,PA,Pennsylvania,55600.0,325,1597.0,1074.0,3.640000104904175,4044.0,,90.41999816894531
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,5113.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,3.0,Hartford County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,25540.0,"Hartford, West Hartford, East Hartford - CT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13-3222578,238473,9,CT,Connecticut,87700.0,142,1119.0,510.0,69.87999725341797,3509.0,,49.47999954223633
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,140.0,5,,,,,White,,,,,2,Female,0,2012,903.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,31.0,Cook County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,16974.0,"Chicago, Joliet, Naperville - IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),36-4327855,22591,17,IL,Illinois,77300.0,282,569.0,535.0,11.369999885559082,1372.0,,131.00999450683594
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,242.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,423.12,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,59.0,Orange County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,42044.0,"Santa Ana, Anaheim, Irvine - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-2684331,12048,6,CA,California,85300.0,124,1558.0,1165.0,76.7699966430664,9085.0,,67.30999755859375
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,187.0,5,,,,,White,,,,,1,Male,0,2012,363.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,39.0,Union County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,3028209994,6547,34,NJ,New Jersey,91900.0,450,1265.0,1161.0,11.31999969482422,3780.0,,110.12999725341795
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,138.0,5,,,,,White,,,,,1,Male,0,2012,103.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,143.0,Washington County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000311845,1426,5,AR,Arkansas,58200.0,33,2703.0,1868.0,51.2599983215332,9474.0,6.31,87.3499984741211
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,26.0,5,,,,,White,,,,,1,Male,0,2012,2150.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,189.0,St. Louis County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000480228,320975,29,MO,Missouri,70400.0,149,1736.0,1681.0,17.989999771118164,4308.0,,125.5500030517578
5,File closed for incompleteness,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,127.0,5,,,,,White,,,,,2,Female,0,2012,4872.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,3.0,Hartford County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,25540.0,"Hartford, West Hartford, East Hartford - CT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,27-1190043,12396,9,CT,Connecticut,87700.0,239,1608.0,1432.0,12.789999961853027,4567.0,,120.06999969482422
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",93.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,105.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",55.0,Franklin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0021318,1983,42,PA,Pennsylvania,55600.0,141,3103.0,2502.0,8.949999809265137,8429.0,,138.28999328613278
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,109.0,5,,,,,White,,,,,2,Female,0,2012,251.2,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103.0,Pinellas County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),54-0259290,28817,12,FL,Florida,56400.0,204,1347.0,1244.0,8.300000190734862,3589.0,,162.14999389648438
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,104.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,2,2012,219.2,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59.0,Orange County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,42044.0,"Santa Ana, Anaheim, Irvine - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,16505,6,CA,California,85300.0,369,2561.0,2073.0,37.90999984741211,6892.0,,141.16000366210938
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",273.0,5,,,,,White,,,,,1,Male,0,2012,3452.03,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,5039,6,CA,California,93500.0,500,2345.0,1934.0,17.520000457763672,6472.0,,175.4499969482422
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,96.0,5,,,,,White,,,,,2,Female,2,2012,2522.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,9.0,Essex County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,37764.0,Peabody - MA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,628264,25,MA,Massachusetts,87300.0,353,1112.0,936.0,17.889999389648438,3230.0,,112.61000061035156
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,132.0,5,,,,,White,,,,,1,Male,0,2012,73.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,173.0,Sedgwick County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,48620.0,Wichita - KS,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000706081,1130,20,KS,Kansas,65000.0,200,1426.0,1213.0,15.199999809265135,3762.0,,222.80999755859372
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,275.0,5,,,,,White,,,,,1,Male,0,2012,116.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Allen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,23060.0,Fort Wayne - IN,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1497350,18,IN,Indiana,63800.0,393,2466.0,2330.0,9.15999984741211,6192.0,,149.97000122070312
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,114.09,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,57.0,Hillsborough County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),62-1532940,49757,12,FL,Florida,56400.0,136,1054.0,958.0,29.29999923706055,2884.0,,165.1999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,66.0,5,,,,,White,,,,,1,Male,0,2012,461.05,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,27.0,Morris County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),3028209994,6545,34,NJ,New Jersey,91900.0,210,1509.0,922.0,32.0,7637.0,,86.05000305175781
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,101.0,5,,,,,White,,,,,1,Male,0,2012,1402.08,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,113.0,Fayette County,9.0,,,Other,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,76-0503625,30566,13,GA,Georgia,69300.0,181,2263.0,1758.0,32.650001525878906,7713.0,,136.42999267578122
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,62.0,5,,,,,White,,,,,2,Female,0,2012,115.07,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,49.0,Erie County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,829667,42,PA,Pennsylvania,58700.0,86,1217.0,1005.0,1.7000000476837158,3122.0,,128.13999938964844
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",327.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,4514.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4798,6,CA,California,93500.0,484,1608.0,1399.0,38.02000045776367,5850.0,,126.68000030517578
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,89.0,5,,,,,White,,,,,1,Male,2,2012,3013.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Canadian County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2504450,40,OK,Oklahoma,61500.0,174,1491.0,1320.0,14.56999969482422,4483.0,,147.57000732421875
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,1,Male,2,2012,27.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,7.0,Chittenden County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,15540.0,"Burlington, South Burlington - VT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,404610,50,VT,Vermont,76700.0,143,1611.0,1498.0,6.9099998474121085,4935.0,,118.1500015258789
6,Loan purchased by the institution,3,FDIC,Federal Deposit Insurance Corporation,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,312.04,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,69.0,Lake County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,36740.0,"Orlando, Kissimmee, Sanford - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000016218,2567,12,FL,Florida,58200.0,331,4585.0,3040.0,37.95000076293945,12444.0,,104.13999938964844
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,51.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Hillsborough County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",62-1532940,47207,12,FL,Florida,56400.0,185,24.0,159.0,34.040000915527344,1134.0,,142.44000244140625
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,30.0,5,,,,,White,,,,,1,Male,0,2012,1104.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,439.0,Tarrant County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,23104.0,"Fort Worth, Arlington - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,693552,48,TX,Texas,69200.0,48,1425.0,985.0,58.02000045776367,4686.0,,59.95000076293945
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",104.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,70.48,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",49.0,Franklin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,18140.0,Columbus - OH,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000032296,5187,39,OH,Ohio,67500.0,112,2030.0,1730.0,26.8700008392334,5672.0,,120.37000274658205
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,1,Male,0,2012,72.07,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Franklin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,18140.0,Columbus - OH,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000032296,31185,39,OH,Ohio,67500.0,114,1494.0,1367.0,18.26000022888184,4173.0,,129.44000244140622
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,3,"Information not provided by applicant in mail, Internet, or telephone application",100.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,9549.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,23.0,Washington County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000001368,130,50,VT,Vermont,63800.0,211,800.0,669.0,5.869999885559082,1890.0,,122.5500030517578
